"","address","price","area","noroom","description","Ingatlan állapota","Építés éve","Komfort","Energiatanúsítvány","Emelet","Épület szintjei","Lift","Belmagasság","Futés","Légkondicionáló","Rezsiköltség","Akadálymentesített","Fürdo és WC","Tájolás","Kilátás","Erkély mérete","Kertkapcsolatos","Parkolás","Tetotér","Panelprogram","Parkolóhely ára"
"703","Mátészalka, Alkotmány út","51,69 ezer €","56 m²","2","Mátészalka központjában teljesen felújított, átalakított fiatalos nagy konyhás, erkélyes panelprogramon átesett lakás eladó.2 külön bejáratú klímás ( 1-1 klíma szobánként) szoba, külön fürdo és WC-vel.Kozetgyapot szigetelt külso homlokzat, muanyag nyílászárók, redonnyel és szúnyoghálóval felszerelve. A teljes teto tavaly nyáron lett szigetelve.Konyhaszekrény tavasszal került beépítésre, konyha eszközökkel együtt, amik használva nem voltak, garanciálisak.Az elotérben asztalos által készített egyedi beépített szekrény és eloszobafal, valamint a nappali bútor, gardrób és íróasztal is egyedi megrendelésre készült.Konyha, közlekedo, wc+fürdo igényes, minoségi csempékkel és járólapokkal burkolva.Futése mért távho, egyedi hideg-meleg vízmérovel ellátott. A belváros központjában található, közelben gyógyszertár, rendelo, iskola, óvoda, pékség, üzletek. Csendes, barátságos lakóközösség, tiszta rendezett lépcsoház, ingyenes parkolási lehetoség.Az ingatlan per- és tehermentes, azonnal költözheto, akár 15 napon belül adásvételt követoen, tulajdonostól eladó.A meghirdetett irányár tartalmazza a komplett bútorzatot és a muszaki berendezéseket.A lakáshoz tartozik egy saját 4 nm2 tároló és egy közös tárolórész is.Az új tulajdonos igénye szerint 150 méterre garázs is vásárolható az ingatlanhoz.","felújított","nincs megadva","összkomfortos","nincs megadva","4","nincs megadva","nincs","3 m-nél alacsonyabb","távfutés egyedi méréssel","van","nincs megadva","nincs megadva","külön helyiségben","nincs megadva","udvari","2 m²","nincs megadva","önálló garázs - megvásárolható","nem tetotéri","részt vett",NA
"704","VI. kerület, Paulay Ede utca","60 millió Ft","54 m²","1","Nagy teraszos lakás a belváros szívébenMegvételre kínálok a Paulay Ede utcában egy újszeru állapotban lévo, hatalmas terasszal rendelkezo garzonlakást.A Deák tértol pár lépésre található modern épület 5. emeletén helyezkedik el a lakás, mely az eloszobából nyíló amerikai konyhás nappalival és fürdoszobával rendelkezik.Az igazi kuriózum a lakás elott teljes hosszában végigfutó, privát terasz, mely az egyirányú utcának köszönhetoen csendes kikapcsolódásra nyújt tökéletes helyet.Az ingatlan tulajdoni lap szerint 54m2 (Lakás 32m2, Terasz 44m2)Az épületben megengedett a rövidtávú szálláshely szolgáltatás - így akár fiatal házasoknak, egyetemistáknak de befektetésnek is tökéletes.","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","van","3 m-nél alacsonyabb","nincs megadva","nincs megadva","nincs megadva","nincs megadva","egy helyiségben","nincs megadva","nincs megadva","44 m²","nincs megadva","nincs megadva","nem tetotéri",NA,NA
"705","VII. kerület, Bethlen Gábor utca","55 millió Ft","96 m²","3 + 1 fél","Keletinél központi helyen, de mégis csendes sétáló utcában található, jó adottságokkal rendelkezo lakás eladó!Rendkívül jó helyen lévo, igény szerint alakítható 3 + 1 szobás, második emeleti lakás eladó! Az ingatlan a Bethlen Gábor utca sétáló részén található, így nem kell félnünk az autók zajától és szagától, de mégis minden tömegközlekedési eszköz és bolt megtalálható! A lakás elosztásának és elhelyezkedésének köszönhetoen alkalmas kiadásra vagy akár a leendo otthonunk kialakítására is. A lakás rövid távú bérbeadással is hasznosítható, a társasház nem tiltja az airbnb-t! Hatalmas napfényes szobák gondoskodnak a nyugalmunkról. A lakást többféle módon át lehet alakítani, akár 4 + 1 szobássá is. A belmagasság (3.85) lehetové teszi a fekvogaléria kialakítását!Akár álmai otthonát vagy egy remek befektetési lehetoséget keres, jöjjön és nézze meg ezt a hatalmas (96nm) lakást.Ideális rövid, illetve hosszútávú kiadásra, vagy egy nagy család kényelmes otthonának is tökéletes!Közelben minden megtalálható! Vonat, metró, villamos, busz, troli, boltok, éttermek, gyógyszertár, iskola stb... 10 perc sétára van az Aréna pláza is!A lakást csak én hirdetem! Rugalmas megtekintés! Hívjon és nézze meg, nem fogja megbánni!","közepes állapotú","nincs megadva","összkomfortos","nincs megadva","2","3","nincs","3 m-nél magasabb","gáz (cirko)","nincs","nincs megadva","nem","külön helyiségben","nincs megadva","utcai","nincs megadva","nem","utca, közterület - fizetos övezet","nem tetotéri",NA,NA
"706","Harkány, Bartók Béla utca 17.","10,8 millió Ft","27 m²","1","Eladó Harkány csendes üdülorészén egy harmadik emeleti, teljesköruen felújított lakás, 400 méterre a világhíru, kénes gyógyvizu Harkányi Gyógy-és Strandfürdotol. Az összes nyílászáró, beltéri ajtó, villany és vízvezeték felújításra került. Ízléses burkolatokkal, szaniterekkel, bútorokkal felszerelt, télen a melegrol, nyáron a hus levegorol gondoskodó nagyteljesítményu klímával, új villanybojlerrel. A lakáshoz tartozik egy 3 négyzetméteres fedett erkély is. Parkolni a társasház zárt, parkosított kertjében lehet, melyet az épülettel együtt gondnok tart rendben és tisztán, az év minden napján. A vizet november végétol március elejéig az épületben elzárják. Harkányban az elmúlt években rengeteg fejlesztés kapott teret, számos új medencét nyitottak meg, valamit itt épül meg Közép-Európa legnagyobb vízi gyermekvilága is a közeljövoben a tervek szerint. Kérésre küldök képeket.","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","3 m²","nincs megadva","nincs megadva","nincs megadva",NA,NA
"707","Sárvár, Isaszeg utca","37,5 millió Ft","105 m²","2 + 1 fél","Sárvár nyugodt, kertvárosi környezetében eladó vált egy 105 nm-es, elso emeleti, kétszintes, társasházi lakás. A lakás alsó szintjén kapott helyet a tágas nappali étkezovel, a konyha, kamra és egy mosdóhelyiség.Az emeleti szinten a  privát szférát elkülönítve található két hálószoba, olvasósarok, fürdoszoba, wc és gardrób. Mindkét szint klimatizált, az otthon melegérol kondenzációs gázkazán gondoskodik, a holeadás lapradiátorok segíségével történik.. Igény esetén további hálószoba kialakítása lehetséges.A lakáshoz tartozik egy zárt garázs és egy fedett kocsibeálló. A hatalmas zárt udvar igazi kikapcsolódást nyújt a pihenni vágyóknak.További információért kérem keressen az alábbi telefonszámon, ingatlanközvetítok kérem ne hívjanak.","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva",NA,NA
"708","Salgótarján, Tanács út 11.","18 millió Ft","75 m²","3","Családi okok miatt eladóvá vált szeretett otthonunk. Ez egy 3. emeleti lakás amely teljesen fel lett újítva. 3 szoba +fürdo +WC + erkély. Minden szoba laminált parkettás , a futés gázkonvektoros. Alacsony rezsi . Muanyag nyílászárók + minden szobába redony és szunyogháló.","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","6 m²","nincs megadva","nincs megadva","nincs megadva",NA,NA
"709","VII. kerület, Wesselényi utca","232 ezer €","105 m²","3","Eladó","felújított","1950 elott","duplakomfortos","nincs megadva","3","4","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva",NA,NA
"710","VI. kerület, Paulay Ede utca 39.","98 ezer €","33 m²","1","Az Operaház közvetlen közelében liftes társasház elso emeletén eladó egy 33nm-es,1. emeleti felújítandó lakás!Az ingatlan egy eloszobából, az udvarra nézo konyhából, külön wc-bol, a konyha közelében egy kényelmes étkezosarokból, egy nappaliból és egy fürdoszobás galériából áll.Egyéni gázfutés, havi közös költség: 4.587, -huf.","felújítandó","1950 elott","összkomfortos","nincs megadva","1","4","van","3 m-nél magasabb","gáz (konvektor)","nincs megadva","4 E Ft/hó","nincs megadva","nincs megadva","nincs megadva","utcai","nincs megadva","nincs megadva","utca, közterület","nincs megadva",NA,NA
"711","Nagyatád, Tallián Andor utca 11/A","26,5 millió Ft","120 m²","4","Nagyatád központi nyugodt részén egy négy lakásos saját bejáratú közös zárt udvarú társasházban déli fekvésu 120 m2 es tehermentes azonnal birtokba veheto lakás eladó.Futése gázkonvektoros, meleg víz gázbojlerrel (minden szerelvénye jól muködik, jó állapotúak), belso terei igény szerint helyenként felújítandók, a garázsa egyenes könnyu beállású, nagy méretu 7 méter X 3,3 méteres, mely alatt cca: 5 m2 es száraz pince van a garázs padlása  jól pakolható. (az ár irányár)","jó állapotú","1981 és 2000 között","összkomfortos","GG","nincs megadva","3","nincs","3 m-nél alacsonyabb","gáz (konvektor)","nincs","nincs megadva","nem","külön helyiségben","dél","utcai","16 m²","nincs megadva","önálló garázs - benne van az árban","nincs megadva",NA,NA
"712","Nyíregyháza, Törzs utca","17,4 millió Ft","51 m²","2","Örökösföldön, a Törzs utcán, négy emeletes társasházban eladásra kínálunk egy panel falazatú, 3. emeleti, 51 nm alapterületu, 2 szobás, muanyag nyílászárós, loggiás, mért távhos, lakást.Fobb jellemzok:-örökösföldi övezet,-panel falazatú,-muanyag nyílászárók,-fürdo-WC egy helyiségben,-mért távho,-loggia,-közös költség: 6.000.- Ft.,-közintézmények, üzletek, buszmegálló a közvetlen  közelben.Ügyfeleink számára a hitel, CSOK, és teljes köru biztosítás kötés ügyintézése ingyenes.","felújítandó","nincs megadva","összkomfortos","nincs megadva","3","4","nincs","nincs megadva","távfutés egyedi méréssel","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","3 m²","nincs megadva","utca, közterület - ingyenes","nincs megadva","nincs megadva",NA
"713","Százhalombatta, Urbárium","58 millió Ft","59 m²","3","Százhalombatta közkedvelt részén, Urbárium városrészben, központi ám mégis csendes környéken kínáljuk eladásra egy három lakásos társasház nettó 59 négyzetméter nagyságú, 3 szobás elso emeleti, tágas, napfényes lakását. A lakás különlegessége a 77 négyzetméter nagyságú terasz, mely számos lehetoséget rejt magában. Tavasztól késo oszig másodlagos nappaliként is használható, kis ráfordítással mediterrán oázis varázsolható belole, jakuzzival felszerelheto, részben befedheto, beépítheto. A lakáshoz 2 db önálló garázs, alagsori tároló, valamint közös kerthasználat tartozik, melyek a vételár részét képzik.Az ingatlan 1140 négyzetméteres telken helyezkedik el. A tavalyi évtol kezdodoen teljes köru muszaki és esztétikai felújításon esett át, egyes  munkálatok (színezés, térkoburkolatok lerakása, kertrendezés) folyamatban vannak. Várható befejezés szeptember.Helyiségei:- eloszoba 6,70 nm- fürdoszoba 2,32 nm- wc 1,69 nm- közlekedo 6,80 nm- szoba I. 11,34 nm- szoba II. 8,91 nm- amerikai konyha-étkezo-nappali 21,13 nm- terasz 77 nmA lakás futését és a meleg vizet gázkazán, míg az alternatív energia ellátást napkollektorok biztosítják.Az ingatlanról részletes építész muszaki dokumentáció készült.Irodánk teljes köru banki hitellehetoségekkel, pénzügyi konstrukciókkal, állami támogatásokkal díjmentesen áll érdeklodoink rendelkezésére.Amennyiben további információra van szüksége, vagy szeretné megtekinteni az ingatlant kérem, hívjon a hét bármely napján.","újszeru","2001 és 2010 között","összkomfortos","nincs megadva","1","nincs megadva","nincs","3 m-nél alacsonyabb","gáz (cirko)","nincs megadva","nincs megadva","nem","nincs megadva","nincs megadva","kertre néz","77 m²","nem","önálló garázs - benne van az árban","tetotéri",NA,NA
"714","Százhalombatta, Urbárium","157,49 ezer €","59 m²","3","Százhalombatta közkedvelt részén, Urbárium városrészben, központi ám mégis csendes környéken kínáljuk eladásra egy három lakásos társasház nettó 59 négyzetméter nagyságú, 3 szobás elso emeleti, tágas, napfényes lakását. A lakás különlegessége a 77 négyzetméter nagyságú terasz, mely számos lehetoséget rejt magában. Tavasztól késo oszig másodlagos nappaliként is használható, kis ráfordítással mediterrán oázis varázsolható belole, jakuzzival felszerelheto, részben befedheto, beépítheto. A lakáshoz 2 db önálló garázs, alagsori tároló, valamint közös kerthasználat tartozik, melyek a vételár részét képzik.Az ingatlan 1140 négyzetméteres telken helyezkedik el. A tavalyi évtol kezdodoen teljes köru muszaki és esztétikai felújításon esett át, egyes  munkálatok (színezés, térkoburkolatok lerakása, kertrendezés) folyamatban vannak. Várható befejezés szeptember.Helyiségei:- eloszoba 6,70 nm- fürdoszoba 2,32 nm- wc 1,69 nm- közlekedo 6,80 nm- szoba I. 11,34 nm- szoba II. 8,91 nm- amerikai konyha-étkezo-nappali 21,13 nm- terasz 77 nmA lakás futését és a meleg vizet gázkazán, míg az alternatív energia ellátást napkollektorok biztosítják.Az ingatlanról részletes építész muszaki dokumentáció készült.Irodánk teljes köru banki hitellehetoségekkel, pénzügyi konstrukciókkal, állami támogatásokkal díjmentesen áll érdeklodoink rendelkezésére.Amennyiben további információra van szüksége, vagy szeretné megtekinteni az ingatlant kérem, hívjon a hét bármely napján.","újszeru","2001 és 2010 között","összkomfortos","nincs megadva","1","nincs megadva","nincs","3 m-nél alacsonyabb","gáz (cirko)","nincs megadva","nincs megadva","nem","nincs megadva","nincs megadva","kertre néz","77 m²","nem","önálló garázs - benne van az árban","tetotéri",NA,NA
"715","Sopron, Frankenburg út","10 millió Ft","10 m²","1","Eladó frekventált helyen lévo minigarzon/üzlet befektetésnek ill. saját részre is kiváló és egyedi - amely 10 nm-es -ésszeruen kialakított -teljes mértékben felújitott nagyobb csere értékegyeztetéssel érdekelhet lakás ,lakóautó,lakókocsi. ajánlatot email-ban várom","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","15 E Ft/hó","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva",NA,NA
"716","Esztergom, Komárom-Esztergom megye","47,09 millió Ft","63 m²","2","Új építésu, PRÉMIUM MINOSÉGU,liftes erkélyes lakások Esztergomban!!!3K - 2 szobás, második emeleti, erkélyes lakás - 100% tégla külso falak- 15 cm grafitos külso szigetelés- 3 rétegu páraréssel szerelt külso nyílászárók- házközponti gázfutés és melegvíz egyedi méréssel- hoszivattyús futési rendszer (-5C°-ig nem kapcsol be a gázkazán)- AA energetikai besorolás, így a futési költség szinte NULLAA lakások tervezett átadása 2021 nyara. A lakásokra CSOK igénybeveheto. Kísérje figyelemmel az építkezés menetét a  oldalon.Az épület Magyarországon épül, de minden tekintetben német minoséget képviselnek, köszönhetoen a Fischer Baunak, és a német import építési anyagoknak.Tökéletes ho, és hangszigetelés, minimális rezsi egész évben, 10 év kivitelezoi garancia az épület szerkezeti elemeire.A városközpont 10 perc séta, az épüloben lévo új sétálóutcán. A vasútállomás 15 perc séta, bevásrlási lehetoségek, iskolák, óvodák 5 percre találhatóak.A vételár tartalmazza a kiépített felszíni parkolót is.2,5 nm-es tároló további 700.000 Ft-ért vásárolható.Ne hagyja ki Esztergom legjobb újépítésu lakásait! Bovebb információkért keressen bizalommal.Nyugalomra, szépségre, igazi történelmi hangulatra vágyik, miközben biztosított a modern életvitel minden feltétele? Szeretné, ha Budapest elérheto közelségben lenne, de sokallja a budapesti árakat? Szeretne városi környezetben élni, és egyszerre friss levegot szívni? Esztergomban mindezt megkapja. Fedezze fel a Pilis hegységeit, sétáljon a Duna partján, amikor csak kedve tartja. Szívesen részt venne közösségi rendezvényeken, és városi fesztiválokon, amik karnyújtásnyira vannak a lakóhelyétol, de közben nyugodt, biztonságos és csöndes otthonra vágyik? Válassza a történelmi környezetben épült, legmodernebb technológiákat felvonultató Gesztenyés lakópark újépítésu lakásait Esztergomban. Az építetto és a kivitelezo számtalan referenciával rendelkezik, bovebb tájékoztatásért érdeklodjön bizalommal.Megtalálta a céljai megválósítására alkalmas ingatlant, de a vásárláshoz hitelre van szüksége?VEVOINKNEK MINDEN SZOLGÁLTATÁS DÍJMENTES!DÍJMENTES Hitel Centrumunk banksemleges tanácsadással, és teljes köru hitel, és CSOK ügyintézéssel áll az Ön szolgálatára! A megfelelo feltételekkel CSOK igénybe veheto!Hívjon bátran a hét bármelyik napján, hogy ez a remek lehetoségeket kínáló ingatlan az Öné lehessen.Referencia szám: PR061499/F/6","felújított","1950 elott","nincs megadva","nincs megadva","2","nincs megadva","nincs megadva","nincs megadva","gázkazán","nincs megadva","nincs megadva","nincs megadva","nincs megadva","kelet","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nem tetotéri",NA,NA
"717","Esztergom, Komárom-Esztergom megye","47,09 millió Ft","63 m²","2","Új építésu, PRÉMIUM MINOSÉGU,liftes erkélyes lakások Esztergomban!!!2K - 2 szobás, elso emeleti, erkélyes lakás - 100% tégla külso falak- 15 cm grafitos külso szigetelés- 3 rétegu páraréssel szerelt külso nyílászárók- házközponti gázfutés és melegvíz egyedi méréssel- hoszivattyús futési rendszer (-5C°-ig nem kapcsol be a gázkazán)- AA energetikai besorolás, így a futési költség szinte NULLAA lakások tervezett átadása 2021 nyara. A lakásokra CSOK igénybeveheto. Kísérje figyelemmel az építkezés menetét a  oldalon.Az épület Magyarországon épül, de minden tekintetben német minoséget képviselnek, köszönhetoen a Fischer Baunak, és a német import építési anyagoknak.Tökéletes ho, és hangszigetelés, minimális rezsi egész évben, 10 év kivitelezoi garancia az épület szerkezeti elemeire.A városközpont 10 perc séta, az épüloben lévo új sétálóutcán. A vasútállomás 15 perc séta, bevásrlási lehetoségek, iskolák, óvodák 5 percre találhatóak.A vételár tartalmazza a kiépített felszíni parkolót is.2,5 nm-es tároló további 700.000 Ft-ért vásárolható.Ne hagyja ki Esztergom legjobb újépítésu lakásait! Bovebb információkért keressen bizalommal.Nyugalomra, szépségre, igazi történelmi hangulatra vágyik, miközben biztosított a modern életvitel minden feltétele? Szeretné, ha Budapest elérheto közelségben lenne, de sokallja a budapesti árakat? Szeretne városi környezetben élni, és egyszerre friss levegot szívni? Esztergomban mindezt megkapja. Fedezze fel a Pilis hegységeit, sétáljon a Duna partján, amikor csak kedve tartja. Szívesen részt venne közösségi rendezvényeken, és városi fesztiválokon, amik karnyújtásnyira vannak a lakóhelyétol, de közben nyugodt, biztonságos és csöndes otthonra vágyik? Válassza a történelmi környezetben épült, legmodernebb technológiákat felvonultató Gesztenyés lakópark újépítésu lakásait Esztergomban. Az építetto és a kivitelezo számtalan referenciával rendelkezik, bovebb tájékoztatásért érdeklodjön bizalommal.Megtalálta a céljai megválósítására alkalmas ingatlant, de a vásárláshoz hitelre van szüksége?VEVOINKNEK MINDEN SZOLGÁLTATÁS DÍJMENTES!DÍJMENTES Hitel Centrumunk banksemleges tanácsadással, és teljes köru hitel, és CSOK ügyintézéssel áll az Ön szolgálatára! A megfelelo feltételekkel CSOK igénybe veheto!Hívjon bátran a hét bármelyik napján, hogy ez a remek lehetoségeket kínáló ingatlan az Öné lehessen.Referencia szám: PR061499/F/5","felújított","1950 elott","nincs megadva","nincs megadva","1","nincs megadva","nincs megadva","nincs megadva","gázkazán","nincs megadva","nincs megadva","nincs megadva","nincs megadva","kelet","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nem tetotéri",NA,NA
"718","XVII. kerület, Jászivány utca","48,5 millió Ft","65 m²","2 + 1 fél","Eladó 65 m2-es, tégla építésu, társasházi lakásunk Rákoscsaba-Újtelep családi házas részén.A hatlakásos társasház emeleti lakásához két erkély, osztatlan közös tulajdonként pedig kert is tartozik:- gyerekszoba- hálószoba- fürdoszoba- wc- konyha- kamra- nappali-étkezoIngatlanközvetítok kérem, hogy ne keressenek, köszönöm!","újszeru","2011","nincs megadva","nincs megadva","1","2","nincs megadva","3 m-nél alacsonyabb","gázkazán","van","nincs megadva","nincs megadva","külön helyiségben","nincs megadva","nincs megadva","10 m²","nincs megadva","udvari beálló - benne van az árban","nincs megadva",NA,NA
"719","XVII. kerület, Jászivány utca","138,97 ezer €","65 m²","2 + 1 fél","Eladó 65 m2-es, tégla építésu, társasházi lakásunk Rákoscsaba-Újtelep családi házas részén.A hatlakásos társasház emeleti lakásához két erkély, osztatlan közös tulajdonként pedig kert is tartozik:- gyerekszoba- hálószoba- fürdoszoba- wc- konyha- kamra- nappali-étkezoIngatlanközvetítok kérem, hogy ne keressenek, köszönöm!","újszeru","2011","nincs megadva","nincs megadva","1","2","nincs megadva","3 m-nél alacsonyabb","gázkazán","van","nincs megadva","nincs megadva","külön helyiségben","nincs megadva","nincs megadva","10 m²","nincs megadva","udvari beálló - benne van az árban","nincs megadva",NA,NA
"720","Esztergom, Komárom-Esztergom megye","47,8 millió Ft","63 m²","2","Új építésu, PRÉMIUM MINOSÉGU,liftes erkélyes lakások Esztergomban!!!1K - 2 szobás, földszinti, teraszos lakás - 100% tégla külso falak- 15 cm grafitos külso szigetelés- 3 rétegu páraréssel szerelt külso nyílászárók- házközponti gázfutés és melegvíz egyedi méréssel- hoszivattyús futési rendszer (-5C°-ig nem kapcsol be a gázkazán)- AA energetikai besorolás, így a futési költség szinte NULLAA lakások tervezett átadása 2021 nyara. A lakásokra CSOK igénybeveheto. Kísérje figyelemmel az építkezés menetét a  oldalon.Az épület Magyarországon épül, de minden tekintetben német minoséget képviselnek, köszönhetoen a Fischer Baunak, és a német import építési anyagoknak.Tökéletes ho, és hangszigetelés, minimális rezsi egész évben, 10 év kivitelezoi garancia az épület szerkezeti elemeire.A városközpont 10 perc séta, az épüloben lévo új sétálóutcán. A vasútállomás 15 perc séta, bevásrlási lehetoségek, iskolák, óvodák 5 percre találhatóak.A vételár tartalmazza a kiépített felszíni parkolót is.2,5 nm-es tároló további 700.000 Ft-ért vásárolható.Ne hagyja ki Esztergom legjobb újépítésu lakásait! Bovebb információkért keressen bizalommal.Nyugalomra, szépségre, igazi történelmi hangulatra vágyik, miközben biztosított a modern életvitel minden feltétele? Szeretné, ha Budapest elérheto közelségben lenne, de sokallja a budapesti árakat? Szeretne városi környezetben élni, és egyszerre friss levegot szívni? Esztergomban mindezt megkapja. Fedezze fel a Pilis hegységeit, sétáljon a Duna partján, amikor csak kedve tartja. Szívesen részt venne közösségi rendezvényeken, és városi fesztiválokon, amik karnyújtásnyira vannak a lakóhelyétol, de közben nyugodt, biztonságos és csöndes otthonra vágyik? Válassza a történelmi környezetben épült, legmodernebb technológiákat felvonultató Gesztenyés lakópark újépítésu lakásait Esztergomban. Az építetto és a kivitelezo számtalan referenciával rendelkezik, bovebb tájékoztatásért érdeklodjön bizalommal.Megtalálta a céljai megválósítására alkalmas ingatlant, de a vásárláshoz hitelre van szüksége?VEVOINKNEK MINDEN SZOLGÁLTATÁS DÍJMENTES!DÍJMENTES Hitel Centrumunk banksemleges tanácsadással, és teljes köru hitel, és CSOK ügyintézéssel áll az Ön szolgálatára! A megfelelo feltételekkel CSOK igénybe veheto!Hívjon bátran a hét bármelyik napján, hogy ez a remek lehetoségeket kínáló ingatlan az Öné lehessen.Referencia szám: PR061499/F/4","felújított","1950 elott","nincs megadva","nincs megadva","földszint","nincs megadva","nincs megadva","nincs megadva","gázkazán","nincs megadva","nincs megadva","nincs megadva","nincs megadva","kelet","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nem tetotéri",NA,NA
"721","Esztergom, Komárom-Esztergom megye","48,19 millió Ft","48 m²","1","Új építésu, PRÉMIUM MINOSÉGU,liftes erkélyes lakások Esztergomban!!!3J - 1 szobás, második emeleti, dupla erkélyes, panorámás lakás (9,9 + 26,6 nm-es erkélyek) - 100% tégla külso falak- 15 cm grafitos külso szigetelés- 3 rétegu páraréssel szerelt külso nyílászárók- házközponti gázfutés és melegvíz egyedi méréssel- hoszivattyús futési rendszer (-5C°-ig nem kapcsol be a gázkazán)- AA energetikai besorolás, így a futési költség szinte NULLAA lakások tervezett átadása 2021 nyara. A lakásokra CSOK igénybeveheto. Kísérje figyelemmel az építkezés menetét a  oldalon.Az épület Magyarországon épül, de minden tekintetben német minoséget képviselnek, köszönhetoen a Fischer Baunak, és a német import építési anyagoknak.Tökéletes ho, és hangszigetelés, minimális rezsi egész évben, 10 év kivitelezoi garancia az épület szerkezeti elemeire.A városközpont 10 perc séta, az épüloben lévo új sétálóutcán. A vasútállomás 15 perc séta, bevásrlási lehetoségek, iskolák, óvodák 5 percre találhatóak.A vételár tartalmazza a kiépített felszíni parkolót is.2,5 nm-es tároló további 700.000 Ft-ért vásárolható.Ne hagyja ki Esztergom legjobb újépítésu lakásait! Bovebb információkért keressen bizalommal.Nyugalomra, szépségre, igazi történelmi hangulatra vágyik, miközben biztosított a modern életvitel minden feltétele? Szeretné, ha Budapest elérheto közelségben lenne, de sokallja a budapesti árakat? Szeretne városi környezetben élni, és egyszerre friss levegot szívni? Esztergomban mindezt megkapja. Fedezze fel a Pilis hegységeit, sétáljon a Duna partján, amikor csak kedve tartja. Szívesen részt venne közösségi rendezvényeken, és városi fesztiválokon, amik karnyújtásnyira vannak a lakóhelyétol, de közben nyugodt, biztonságos és csöndes otthonra vágyik? Válassza a történelmi környezetben épült, legmodernebb technológiákat felvonultató Gesztenyés lakópark újépítésu lakásait Esztergomban. Az építetto és a kivitelezo számtalan referenciával rendelkezik, bovebb tájékoztatásért érdeklodjön bizalommal.Megtalálta a céljai megválósítására alkalmas ingatlant, de a vásárláshoz hitelre van szüksége?VEVOINKNEK MINDEN SZOLGÁLTATÁS DÍJMENTES!DÍJMENTES Hitel Centrumunk banksemleges tanácsadással, és teljes köru hitel, és CSOK ügyintézéssel áll az Ön szolgálatára! A megfelelo feltételekkel CSOK igénybe veheto!Hívjon bátran a hét bármelyik napján, hogy ez a remek lehetoségeket kínáló ingatlan az Öné lehessen.Referencia szám: PR061499/F/12","felújított","1950 elott","nincs megadva","nincs megadva","2","nincs megadva","nincs megadva","nincs megadva","gázkazán","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nyugat","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nem tetotéri",NA,NA
