"","address","price","area","noroom","description","Ingatlan állapota","Építés éve","Komfort","Energiatanúsítvány","Emelet","Épület szintjei","Lift","Belmagasság","Futés","Légkondicionáló","Rezsiköltség","Akadálymentesített","Fürdo és WC","Tájolás","Kilátás","Erkély mérete","Kertkapcsolatos","Parkolás","Tetotér","Panelprogram","Parkolóhely ára"
"1018","Szentendre, Pest megye","205 millió Ft","112 m²","4","EXKLUZÍV ÉLETÉRZÉS, KURIÓZUM - ELADÓ ÚJSZERU PENTHOUSE LAKÁS SZENTENDREA CSALÁDI INGATLAN kínálatából ritka lehetoségként ELADÓ egy minden igényt kielégíto, ÚJSZERU, kiváló infrastruktúrával rendelkezo, nyugodt, ugyanakkor a közlekedéshez közeli környéken, egy PENTHOUSE LAKÁS SZENTENDRÉN.A 112 nm-es, 4 szobás PENTHOUSE LAKÁS egy 2020-ben épült, két emeletes társasház tetején kapott helyet. A lakáshoz a lakóterülettel megegyezo, 112 nm-es körterasz tartozik.A lakás elotere két részre osztja a lakóterületet. Az egyikben két hálószoba, egy káddal is ellátott fürdoszoba, valamint egy különálló wc is található. A lakás másik részében amerikai konyhás, étkezos nappali található, mely déli - délkeleti tájolású, éppen ezért egész nap világos és napfényben úszik. A nappaliból nyílik még egy vendégszoba is, ami külön, wc-vel is ellátott fürdoszobával egészül ki, így biztosítva a vendégeknek saját, intim lakteret.A beépített bútorral rendelkezo konyha teljesen felszerelt, gépesített, többek között grill funkciós sütovel, beépített hutovel, mikróval, mosogatógéppel és Electrolux fozolappal is rendelkezik. A PENTHOUSE LAKÁS helyiségei Revoir Paris hideg- és Kaindl melegburkolatokkal ellátottak. A lakás napfényes, világos jellegét a Schüco muanyag kültéri nyílászárók biztosítják, melyek redonnyel és szúnyoghálóval is felszereltek. Belül JAN prémium, gravírozott, festett beltéri ajtók találhatók, egyedileg gyártott DND olasz kilincsekkel. A szobák WI-FI-rol is vezérelheto klímákkal vannak ellátva.A hatalmas körterasz akár grillezésre, akár baráti összejövetelekre is kiválóan alkalmas, mind mérete, mind felszereltsége miatt. A kényelmet továbbá a belga, Renson Lagune távirányítós motoros, 4000*3000*3250mm-es méretu pergola is szolgálja.A kuriózum PENTHOUSE LAKÁS egy lakóparkban helyezkedik el, amely elektromos kapun keresztül közelítheto csak meg, ahol két parkolóhely is tartozik hozzá. A közelben bevásárlási lehetoségek, többek között boltok, cukrászda, szolárium, kozmetika és jógastúdió is található; de a Duna is megközelítheto pár perc sétával.Az ELADÓ PENTHOUSE LAKÁST azoknak ajánlom, akik egy igényesen kialakított, kivételes otthonra vágynak, ahol a kényelem egybeesik a minoséggel.Keressen bizalommal a hét bármelyik napján akár hétvégén is! Meglévo ingatlan értékesítésében és hitel ügyintézésben is szívesen segítek! Hasonló ingatlanokért látogasson el weboldalunkra!","újszeru","2020","duplakomfortos","nincs megadva","2","2","nincs megadva","nincs megadva","gáz (cirko)","van","nincs megadva","nincs megadva","nincs megadva","nincs megadva","panorámás","112 m²","nincs megadva","udvari beálló - benne van az árban","nincs megadva",NA,NA
"1019","Debrecen, Libakert","37,99 millió Ft","55 m²","2","Libakerti, azonnal költözheto, felújított lakás eladóK-i fekvésu, erkélyes, gázcirkó futéses, nappali - étkezokonyhás - hálós br. 55 nm-es, ízlésesen felújított lakás eladó.Debrecen Libakert városrésze központi elhelyezkedésének köszönhetoen közkedvelt, mivel itt minden egy helyen megtalálható.Megközelíthetoségét tekintve akár tömegközlekedéssel (busz, villamos), de gyalogosan és gépjármuvel is csak pár perc.Otthonnak, de befektetési céllal is ajánlom mindazoknak, akik egy értékálló, ideális elosztású ingatlant keresnek, akár azonnali költözéssel!Hívjon, hogy személyesen is megtekinthesse a lehetoséget, amit most kínálok Önnek!Ez az ingatlan a “Huségcsomag” megbízási portfólióhoz tartozik. Részletek az Otthon Centrum weboldalán.","felújított","nincs megadva","összkomfortos","nincs megadva","4","4","nincs","nincs megadva","gáz (cirko)","nincs megadva","nincs megadva","nincs megadva","egy helyiségben","kelet","kertre néz","3 m²","nincs megadva","utca, közterület","nincs megadva",NA,NA
"1020","Szeged, Kereszttöltés utca","23,25 millió Ft","55 m²","2","Szeged-Felsovároson, a Kereszttöltés utcában egy hatszintes panelépület 1. emeletén kínálom megvételre az alábbi eladó ingatlant. A társasház NEM vett részt panelprogramban, azonban a jelenlegi tulajdonosok 2018-ban kicserélték az ablakokat és az erkély nyílászáróit 6 cellás német muanyag nyílászárókra!Az 55 m2-es lakás elosztása: 2 szoba-hallos, a nagyobb szobából nyílik a nagy erkély. A konyha mellett meghagyták a kamrát a jelenlegi tulajdonosok; a fürdoszoba és a toalett külön-külön helyiségben kaptak helyet.A kelet-nyugati tájolású lakás távfutéses, a radiátorokat digitális költségmegosztóval látták el. A havi futésdíj 9.109,- Ft, de az elmúlt évek tapasztalatai alapján túlfizetés miatt 1-1,5 hónapot visszatérítenek az éves leolvasás után! A hideg-, melegvíz és az áramfogyasztás: saját órával mért fogyasztás alapján kerül kiszámlázásra, a gáz pedig átalánydíjas. A közös költség 9.500,- Ft havonta, amely takarékos, gondos lakóközösségre utal, ahol figyelnek arra, hogy megtakarítása is legyen a társasháznak.A lakás átlagos állapotú. A falai festettek, a lakószobákban 2018-ban padlószonyeget helyeztek el, a többi helyiség PVC-vel borított. A fürdoszoba eredeti állapotú, de tiszta, karbantartott. A villanyvezetékek  felújítása nem történt meg, de szakember átvizsgálta, biztonságosnak minosítette a vezetékek állapotát. A jelenlegi tulajdonosok új kapcsolótáblát szereltettek fel, amelyben már fí-relé is biztosítja a biztonságos muködést a jelenleg 16 A teljesítményu lakásban.A lakás klímával felszerelt, így a nyári hoség sem zavarhatja az itt lakók komfortérzetét.Gépkocsival az utcán megoldható a parkolás, ingyenes övezetben. Rendelkezésre áll egy kb. 10 m2-es tároló, amelyet csak 3 lakás tulajdonosai használnak.Felsováros kedvelt része a városnak, most adták át Magyarország egyik legkorszerubb, legszebb uszodáját, decemberben avatják a kézilabda szerelmesek nagy örömére a PICK Arénát. Nagyon fontos szempont a költözoknek, hogy a közelben kereskedelmi egységek, egészségügyi intézmények, gyógyszertárak, iskolák, óvodák is megtalálhatóak, továbbá kituno a tömegközlekedés, hiszen számtalan busz- és trolijárat elérheto a közvetlen közelben.Mivel kulccsal rendelkezünk az ingatlanhoz, így rugalmasan, bármikor megtekintheto! A lakás azonnal költözheto, mivel tehermentes az ingatlan.Irányár: 23.250.000,- Ft","közepes állapotú","1981 és 2000 között","összkomfortos","nincs megadva","1","6","nincs","3 m-nél alacsonyabb","távfutés egyedi méréssel","van","nincs megadva","nem","külön helyiségben","kelet","utcai","4 m²","nem","utca, közterület - ingyenes","nem tetotéri","nem vett részt",NA
"1021","Békéscsaba, Lencsési út","16,7 millió Ft","60 m²","2 + 1 fél","Békéscsabán, a József Attila lakótelepen, a Lencsési út végén, a ""Fényes ABC"" közelében, második emeleti, ketto és fél szobás panel lakás eladó. Az ingatlan egy nappaliból,  hálószobából, fél szobából, étkezos konyhából, fürdoszobából, külön WC bol, közlekedobol, áll. Erkély nincs. Tartozik hozzá még egy közös tároló is. Nyílaszárókat muanyagra cserélték. A futést kombi gázcirkó, a hutést klíma biztosítja. A szobákat laminált parkettával, szonyegpadlóval, a többi helységet mázas kerámiával és linóleummal burkolták. A fürdoszoba és a konyha felújítást igényel.","jó állapotú","1981 és 2000 között","összkomfortos","nincs megadva","2","4","nincs","3 m-nél alacsonyabb","gáz (cirko)","van","35 E Ft/hó","nem","külön helyiségben","nincs megadva","utcai","nincs megadva","nem","utca, közterület - ingyenes","nem tetotéri","nincs megadva",NA
"1022","Esztergom, Komárom-Esztergom megye","57,99 millió Ft","64 m²","2","ELADÓ PRÉMIUM minoségu új építésu lakások Esztergomban!!A 36 lakásos új építésu társasházban a garzontól egészen a penthouse lakásig mindenki megtalálhatja a számára megfelelo új otthont, vagy akár az egyik legjobb befektetési lehetoséget. Elhelyezkedése minden tekintetben kiváló, hiszen minden elérheto közelségben van gyalogosan is. Óvoda, iskola, bevásárlási lehetoség 5 perc, városközpont 10 perc, vasútállomás 15 perces sétával megközelítheto. Az épület német import minoségi alapanyagok felhasználásával épül, prémium kivitelezéssel német minoségben. A lakások hasznos alapterülete eltéro, 45 nm - 110 nm -ig különbözo méretuek. A meglévo legkisebb lakás 1, a legnagyobb 3 szobás. Az épület 3 szintes, a 3. emeleten penthouse lakások vásárolhatóak. A lakóépület téglából épül, melyet 15 cm-es grafit hoszigeteléssel látnak el. A korszeru építési követelményeknek megfeleloen a társasház akadálymentesített és lifttel felszerelt.A homlokzati nyílászárók elso osztályú, minoségi muanyagból készülnek, fokozott hoszigetelo 3 rétegu üvegezéssel, páraréssel, melyeknek nagyon jó ho és hangszigetelo hatásuk van. A padlóburkolat jó kopásállóságú, elso osztályú minoség, a vizes helyiségekben natúr, visszafogottan elegáns hidegburkolat, a szoba és nappali helyiségekben pedig meleg színu laminált padló. A falak fehérre festettek. A lakások duplakomfortosak, mivel minden lakáshoz egy fürdoszoba wc-vel és egy külön wc is található. A fürdoszobák nagyrésze zuhanykabinos, néhány lakásba fürdokád kerül.Az épület futése és melegvíz ellátása a gépészeti helyiségben elhelyezendo saját hoközponttól kiinduló hoszivattyús futési vezetékrendszeren keresztül lesz megoldva, lakásonként külön méroórával felszerelve. Ezáltal a futési költség rendkívül gazdaságos, majdnem egyenlo a nullával. Az épület energetikai besorolása „AA”. A holeadók lapradiátorok, illetve törölközoszárítós radiátorok. Az erkélyek mérete is különbözo, minden lakáshoz különbözo méretu tágas erkély vagy terasz tartozik. A földszinti lakáshoz a lakás elotti kertrész is megvásárolható.A társasházban 2,5 nm-es tároló helyiségek elérhetoek, melyek vételára 700.000,- Ft. A vételár részét képezi a zárt udvaron belül egy saját kiépített gépkocsi beálló.A vásárláshoz igényelheto 10+15-ös Családi Otthonteremtési Kedvezmény. Az ELADÓ lakások várhatóan 2021-ben kerülnek átadásra.Ez a lakás elso emeleti, keleti fekvésu, 64 nm-es, melyben 2 szoba és egy hatalmas 39,82 nm-es erkély található.Ha eladó új építésu, minoségi lakást keres Esztergomban, ezeket a lakásokat ajánlom figyelmébe.Jogi hátérrel, díjmentes és bankfüggetlen CSOK és hitelügyintézéssel, kapcsolódó szolgáltatásokkal állunk rendelkezésre.Várjuk hívását!","nincs megadva","2021","duplakomfortos","AA","1","3","van","3 m-nél alacsonyabb","hoszivattyú","nincs megadva","nincs megadva","igen","külön és egyben is","kelet","nincs megadva","39 m²","nem","udvari beálló - benne van az árban","legfelso emelet, nem tetotéri",NA,NA
"1023","Siófok, Ezüstpart","79,17 millió Ft","68 m²","3","A SIÓFOKI LIDO HOME INGATLANIRODA 7399 számon kínál eladásra SIÓFOK EZÜSTPARTON, ÚJ ÉPÍTÉSU, BALATONI PANORÁMÁS, EXKLUZÍV KIVITELU LAKÁSOKAT!!!  ÚJ BERUHÁZÁS! 2021-ben megkezdodik egy két épületbol álló100 lakásos lakópark építése. Mindkét épület meroleges a Balatonra, ezért minden lakás Balatonra tájolt erkélyérol biztosított lesz az ÖRÖK PANORÁMA.  A társasház modern, fiatalos, lendületben készül és lakásai minden igénynek megfelelo kialakítással bírnak. A földszinten kertkapcsolatos, az 5. emeleti zárószinten pedig nagy teraszos PENTHOUSE lakások várják tulajdonosaikat. Szintenként minden lakástípus megtalálható, lesz nappali+1 hálós kialakítás, de lesz nagyobb, akár két, három hálószobás családbarát változat is. A lakások hasznos területe nettó 45 m2-tol 110 m2-ig terjed. A lakások ára 45 és 252 millió közötti árfekvésben mozog.  A lakások mellé megvásárolható parkolók ára 3.5 millió, a tárolók 2.8 millió forint.  Az LG Multi V-5 hoszivattyús huto-futo berendezés energetikailag kifejezetten modern megoldás, mely télen és nyáron is kellemes hoérzetet biztosít és akár távolról is vezérelheto. A meleg víz ellátás lakásonként villanybojler segítségével történik.  Az épületben HÁROM lift gondoskodik a lakások kényelmes megközelíthetoségérol.  Zárt udvaron belül elhelyezésre kerül gyermek játszótér, egy kültéri medence és napozóterasz, mely a telek strandhoz közeli felére tervezett.  A társasház tetején 8.0 – 17.0 millió forintért megvásárolható korlátozott számú exkluzív panorámás grill és napozó tetoterasz kerül kialakításra, hogy a leheto legnagyobb privát-szférát biztosíthassa tulajdonosainak és vendégeiknek, ahol egyedi vízvétel és áramvétel mellett minden lehetoség adott lesz egy kellemes, panorámás, naplementés party élvezetéhez.  Az ingatlan elott húzódó több mint 3 km hosszú szabad strand, gondozott zöldterületekkel, parti sétányokkal, sportolási lehetoséget kínáló kölcsönzo helyekkel, valamint igényesen kialakított büfékkel szolgálja az itt nyaralók igényeit.  ÁTADÁS 2023!  JELEN HIRDETÉSBEN ELADÁSRA KÍNÁLT LAKÁS JELLEMZOI:  -földszinti  -K-ÉK-i tájolású  -48 m2 saját kertkapcsolattal  -nettó alapterület 61,5 m2,  -nappali+2 szoba szolgálja a kényelmet  -terasz 12,0 m2  - 48 nm saját kert kapcsolat  További információért hívjon bizalommal!  Amennyiben a 7399 számú a LIDO HOME által kínált SIÓFOKI APARTMAN LAKÁS, vagy bármely a kínálatunkban található INGATLAN felkeltette érdeklodését, hívjon bármikor a megadott telefonszámon.  Vásárolna, de nincs rá keret?  Kollégám díjmentes, bank semleges hitel ügyintézéssel áll rendelkezésére.  LIDO HOME- Ingatlanok egy életen át!","új építésu","2021","összkomfortos","AA++","földszint","5","van","nincs megadva","hoszivattyú","van","nincs megadva","igen","nincs megadva","északkelet","panorámás","nincs megadva","igen","udvari beálló","nincs megadva",NA,NA
"1024","VIII. kerület, Kofaragó utca","39,9 millió Ft","35 m²","1","A VIII. kerület PALOTANEGYEDBEN klasszikus téglaépítésu polgári stílusú belvárosi ház második emeletén eladó egy minoségi alapanyagokkal teljes köruen és igényesen felújított 35 nm -es gyönyöru lakás.A lakás teljes muszaki és esztétikai felújításon esett át.Új muanyag, szigetelt nyílászárók, biztonsági bejárati ajtó.A felújítás magában foglalta a vezetékek, burkolatok és szaniterek cseréjét.Új konyhabútor, mosogató, tuzhely, páraelszívó került beépítésre.Elektromos futése tiszta és gazdaságos. A lakásban minden egyedi méroórás.A lakás utcai zajtól mentes, belso udvarra néz.Infrastruktúra, közlekedés kiváló.Karnyújtásnyira számos egyetem.Pázmány Péter Katolikus, Semmelweis Egyetem.A lakás tehermentes.","felújított","2021","összkomfortos","nincs megadva","2","3","nincs","3 m-nél magasabb","elektromos","van","20 E Ft/hó","nem","egy helyiségben","délkelet","udvari","nincs megadva","nem","utca, közterület - fizetos övezet","nem tetotéri",NA,NA
"1025","V. kerület, Kálmán Imre utca","139 millió Ft","92 m²","3","5. kerület KIEMELT RÉSZÉN,  szép, rendezett liftes házban, nagyon jó elosztású, utcai nézetu, déli fekvésu lakás eladó. Az ingatlan cirkófutéses, amerikai konyhás nappalival, két különnyíló hálószobával, 2 fürdoszobával, melybol az egyik zuhanyzós, a másik kádas. A lakás akár teljes bútorzattal megvásárolható. Tehermentes és azonnal költözheto. Megtekintés rugalmas, további információkért hívjon bizalommal.","felújított","1950 elott","duplakomfortos","nincs megadva","1","3","van","3 m-nél magasabb","gáz (cirko)","nincs megadva","nincs megadva","nincs megadva","külön és egyben is","dél","utcai","nincs megadva","nincs megadva","nincs megadva","nincs megadva",NA,NA
"1026","Szombathely, Belváros","48,9 millió Ft","80 m²","4","RITKASÁG AZ INGATLANPIACON!AZONNAL KÖLTÖZHETO, KULCSRAKÉSZ ÁLLAPOTÚ, ÚJ ÉPÍTÉSU, NAPPALI + 3 SZOBÁS LAKÁS, FEDETT TERASSZAL, 2 DB AUTÓBEÁLLÓVAL ÉS 1 DB LAKÁS MELLETTI TÁROLÓVALSzombathely belvárosának közelében, neves és meghatározó ingatlanfejlesztok által épített és átadott épületben található ez a tehermentes, jogilag használt ingatlan.  A kiváló lokációjú telken a tervezett beruházás során  a modern és innovatív építészeti megfogalmazás mellett a funkció és a kényelem voltak a legfontosabb tervezési aspektusok.A tervezésnél kiemelt szempont volt az utcaképi illeszkedés, az épületek szellos elhelyezése, valamennyi lakás kedvezo tájolása (DNy-i), az épületek körül a maximális zöldterület (40%) és a kényelmes parkoló és garázs szám biztosítása.A lakások értékállóságát és kényelmét az átgondolt tervezés, a minoségi anyagok használata, a nagyméretu intim teraszok, a  lift, a megújuló energia (napelem), egyedi és közös tárolók biztosítják. Az alkalmazott szerkezetek többsége megfelel a 2020-tól érvényés “közel nulla energiaigényu épületek” követelményeinek.A funkciójában belsoépítész által tervezett lakás egy négyemeletes, liftes téglaépület legfelso szintjén helyezkedik el. A három oldalra tájolt (K-D-Ny) ingatlan alapterülete 76,9 m2 + 11,29 m2-es intim, fedett terasz tartozik hozzá, melyet a nappaliból és a konyhából is meg lehet közelíteni. A lakásba lépve egy jól bútorozható elotérbe jutunk, ennek közelében találhatók meg a szobák, valamint egy külön fürdo és mellékhelyiség, mindketto természetes megvilágítással és szellozéssel. A DNy-i tájolású nappali igény szerint külön választható az étkezotol és konyhától.A konyhabútor kiválasztása és beépítése az új tulajdonos feladata, a falon a kiállások elhelyezésre kerültek.A háromrétegu üvegezéssel ellátott nyílászárók rovarhálóval és redonnyel felszereltek, valamint a klíma-és riasztó elokészítés is megtörtént.A lakásban padlófutés rendszer készült,  a nappali helyiségben központi digitális heti programozható termosztát került beépítésre. A központi futés és melegvíz ellátást a távho biztosítja megújuló faapríték üzemébol. A gépjármuveket elektromos kapunyitóval ellátott zárt udvar védi, a lakáshoz 2 db saját, számozott autóbeálló tartozik, illetve egy szinten lévo 2.83 m2-es zárható saját tároló.Az ingatlant jó szívvel ajánlom saját otthont keresonek minden korosztály számára, illetve befektetési célra is. A környék kiváló közlekedési kapcsolatokkal rendelkezik, a közelben bolt, iskola, óvoda és egyéb szolgáltatások találhatók.Bovebb információért és megtekintésért keressen bizalommal vagy írjon emailt. Díjmentes hiteltanácsadással és ügyintézéssel állunk rendelkezésére. Várom megtisztelo hívását.","nincs megadva","2021","nincs megadva","nincs megadva","4","4","van","nincs megadva","padlófutés","nincs megadva","nincs megadva","nincs megadva","külön helyiségben","délnyugat","kertre néz","11.29 m²","nincs megadva","udvari beálló - benne van az árban","legfelso emelet, nem tetotéri",NA,NA
"1027","XIII. kerület, Újlipótváros","124 millió Ft","116 m²","4 + 1 fél","Duna parton, Újlipótvárosban, kívül-belül szépen felújított, liftes  társasházban, jelenleg irodaként funkcionáló, 5 szobás, erkélyes lakás bérlovel együtt eladó. Az ingatlan egyedi futésu, klimatizált.Bovebb információért, megtekintésre hívjon bizalommal.","felújított","1950 elott","összkomfortos","nincs megadva","1","6","van","3 m-nél magasabb","gáz (cirko)","van","nincs megadva","nincs megadva","külön és egyben is","nyugat","utcai","6 m²","nem","nincs megadva","nem tetotéri",NA,NA
"1028","II. kerület, Ürömi utca","59,9 millió Ft","74 m²","2 + 1 fél","II. kerület Ürömi utcai felújítandó, jelenleg 3 szobás, de 4 szobássá alakítható lakás Eladó! A ház csendes, nyugodt, szintenként 3 lakással. A lakás nyílászárói felújítottak, nagy méretu beépített szekrény jó állapotú. A burkolatok felújításra szorulnk.  A villamos megálló 150 méterre, ennek ellenére mégis csendes helyen tálalható. A Margit sziget 1 km, de a közelben park, játszótér, bevásárló központ is van. A lakás azonnal birtokba veheto és költözteto. CSOK-ra alkalmas!Ha az új ingatlana megvásárlásához a jelenlegi ingatlanát el kell adnia, abban is szívesen segítünk.Szükség esetén teljes köru ügyintézéssel (kedvezményes hitelkonstrukcióval, ingatlan adásvételre szakosodott ügyvédi közremuködéssel) állok a rendelkezésére! Hívjon bizalommal, akár hétvégén is! Kérem hogy vagy hívjon vagy az üzenetben küldje el a telefonszámát is, mert csak egy chat üzenetet kapok meg a felületrol, és semmilyen elérhetoséget nem! Köszönöm!","közepes állapotú","nincs megadva","összkomfortos","nincs megadva","2","nincs megadva","nincs megadva","3 m-nél magasabb","gáz (cirko)","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nyugat","panorámás","nincs megadva","nincs megadva","nincs megadva","nincs megadva",NA,NA
"1029","III. kerület, Akác köz","33 millió Ft","50 m²","2","Óbudán a kedvelt Akác köz  utcában, kínálom eladásra , ezt a kétszobás, ingatlant.Az épület 7. emeletén található a kétszobás, ablakos konyhás lakás, melyet 4 évvel ezelott, részben  felújítottak, átalakítottak. Új, biztonsági bejárati ajtó, muanyag nyílászárók, redonyök, klíma lett felszerelve. Továbbá, gyönyöru, modern zuhanyfülkés fürdoszobát alakítottak ki.. A burkolatok is, modernre , világos tónusúra lettek cserélve.. Egyedül a konyha bútorzata nem lett kicserélve.A Társasház rendezett, folyamatos felújítások, karbantartások történnek.Az ingatlan per és teher mentes, szerzodéskötés után, azonnal birtokba vehetoAmennyiben a hirdetésben szereplo ingatlan , felkeltette az érdeklodését, kérem hívjon","felújított","1950 és 1980 között","összkomfortos","nincs megadva","7","10","van","3 m-nél alacsonyabb","távfutés","van","12 E Ft/hó","nem","külön helyiségben","délnyugat","udvari","nincs megadva","nincs megadva","utca, közterület","nincs megadva","nem vett részt",NA
"1030","XIII. kerület, Kucsma utca","54,9 millió Ft","46 m²","2","Angyalföld legangyalibb kis lakása Eladó. Ideális elrendezés, maximalista kivitelezés, minimalista berendezés amit kínálok. Gépesített konyha, ( bosch mosogatógép, bosch hutuszekrény stb.)redony, klíma , teljes bútorzat benne van az árban..A lakásomhoz 4nm- es tároló is van ami megvásárolható …","újszeru","2017","összkomfortos","nincs megadva","2","3","van","nincs megadva","házközponti egyedi méréssel","van","18 E Ft/hó","igen","külön helyiségben","kelet","nincs megadva","3 m²","nincs megadva","teremgarázs hely - megvásárolható","nincs megadva",NA,"4 500 000 Ft"
"1031","VII. kerület, Dob utca","85 ezer €","23 m²","1","Galériával együtt 27 m2-es, frissen felújított, bútorozott lakás eladó szépen felújított házban a Dob utcában, a bulinegyedben. Található benne egy nappali kis konyhával, egy galériás háló, és egy fürdoszoba. Tökéletes befektetési lehetoség.","felújított","nincs megadva","nincs megadva","nincs megadva","földszint","nincs megadva","van","nincs megadva","elektromos","van","30 E Ft/hó","nincs megadva","nincs megadva","nincs megadva","udvari","nincs megadva","nincs megadva","nincs megadva","nincs megadva",NA,NA
"1032","VI. kerület, Eötvös utca","47 millió Ft","68 m²","2","6. KERÜLET FREKVENTÁLT RÉSZÉN ELADÓ EGY 68 NM-ES. 2 SZOBÁS LAKÁS, JÓ ÁLLAPOTÚ HÁZBAN!Az épület nagyon jó állapotban van kívül és belül egyaránt. Az ingatlanban két hatalmas szoba található, ami az udvarra néz, a konyha és a fürdoszoba is ablakos. Mivel a legfelso emeleten van és keleti tájolású, a délelotti napfény besüti a lakást. Egy kis fantáziával ki lehet alakítani egy amerikai-konyhás nappalit és két hálószobát. A modernizálás/felújítás után egy nagyon élheto otthon alakítható ki belole.Az ingatlan azonnal költözheto.A lokáció kiváló, a Nyugati pályaudvar közelsége miatt a közlekedés és az ellátottság garantált. A 4/6-os villamos, a 3-as metró és a vonatállomás miatt minden desztináció könnyedén elérheto.Befektetésnek kiadásra is tökéletes.Amennyiben megtetszett ez a remek lehetoségeket kínáló otthon, várom hívását!","közepes állapotú","nincs megadva","összkomfortos","nincs megadva","3","nincs megadva","nincs","3 m-nél magasabb","gáz (konvektor), egyéb","nincs megadva","nincs megadva","nincs megadva","egy helyiségben","kelet","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva",NA,NA
"1033","II. kerület, Pusztaszeri út","69,3 millió Ft","67 m²","3","Bp., II. Pusztaszeri út elején, az úttól távol, panorámás, 67 nm-es, 3 szobás, I. emeleti, napfényes lakás közös kerttel eladó.Az úttól távol eso, klasszikus villaépületben található lakás szobái 25, 19 és 11 nm-esek, délkeleti fekvésuek és a hatalmas faablakoknak köszönhetoen gyönyöru napfényesek. Amerikai konyhás nappali, 2 hálószoba, kádas fürdoszoba és bidés WC található benne.A lakásban új, thermo üveges ablakok kerültek beépítésre, 5 éve a vezetékeket, a kazánt és a parkettát is felújították. A futést cirkó kazán biztosítja, radiátorok vannak, ill. a fürdoszobában padlófutés.  A 7 lakásos, kertes társasház villaépülete 1907-ben épült, szép, zöld környezetben. A hatalmas kert kiválóan alkalmas pihenésre, sütögetésre, ill. gyermekek játszóterének.A közös költség: 19 000 Ft vízzel, felújítási alappal együtt.A kertben 1 autó részére beállási lehetoség van szokásjog alapján.Tömegközlekedés: 29 busz, amellyel Óbuda felé, a Kolosy téren át utazhatunk, ahol átszállhatunk többek között a 9 buszra vagy a HÉV-re is.Bevásárlási lehetoségek: A Kolosy tér környékén változatos üzletek, piac és Bevásárló Központ található.Remek szabadidos programokat nyújtanak a közeli kirándulóhelyek, barlangok.Itt egyszerre élvezhetjük a hangulatos kertvárosi környezetet és a budai belváros közelségét.Várom megtisztelo érdeklodését akár hétvégén is.You can contact me in English as well even in the weekends.","jó állapotú","1950 elott","összkomfortos","nincs megadva","1","2","nincs","3 m-nél magasabb","gáz (cirko)","nincs megadva","nincs megadva","nincs megadva","külön helyiségben","délkelet","panorámás","nincs megadva","nincs megadva","udvari beálló - benne van az árban","nincs megadva",NA,NA
"1034","XIII. kerület, Visegrádi utca","74,9 millió Ft","99 m²","3","Felújítandó lakás Újlipótvárosban eladóA XIII. kerület közkedvelt részén, a Visegrádi utcából került a piacra ez az ingatlan.A lakás egy szép állapotú, liftes ház negyedik emeletén található.Az épületbe lépve Újlipótváros, de talán Budapest legszebb, szecessziós lépcsoházához van szerencsénk.A 3 szobás, 99 nm-es lakás állapotát tekintve felújítandó, de fantasztikus alaprajzzal bír, akár átalakítási opciókkal.Kifejezetten világos, jó elosztású, erkélyes ingatlan tele lehetoségekkel!További részletekért, idopont egyeztetésért várom megkeresését!Ez a lakás egy megtekintést mindenképp megér...Az ingatlanról készült videó is, kérésére elküldöm Önnek!","felújítandó","1950 elott","összkomfortos","nincs megadva","4","nincs megadva","van","nincs megadva","gáz (konvektor)","nincs megadva","nincs megadva","nincs megadva","külön helyiségben","délnyugat","utcai","3 m²","nincs megadva","nincs megadva","nincs megadva",NA,NA
