"","address","price","area","noroom","description","Ingatlan állapota","Építés éve","Komfort","Energiatanúsítvány","Emelet","Épület szintjei","Lift","Belmagasság","Futés","Légkondicionáló","Rezsiköltség","Akadálymentesített","Fürdo és WC","Tájolás","Kilátás","Erkély mérete","Kertkapcsolatos","Tetotér","Parkolás","Parkolóhely ára"
"831","XIV. kerület, Törökor","79,9 millió Ft","96 m²","3 + 1 fél","Budapest XIV. kerületében, Zuglóban a Stadionok metrómegálló közvetlen közelében kínálunk megvételre új építésu ingatlanokat.A lakóparkban hét épület fog megépülni, melyek között belso kertek kerülnek kialakításra.A beruházás elso ütemében 129 lakás épült meg.Az építkezés 2015-ben fejezodött be, a használatba vételi engedélyt 2016-ben kapta meg.A 129 lakásos társasház -1 és -2 szintjén teremgarázs, illetve tárolók találhatóak.A lakások mérete változatos, a garzonoktól a penthausokig mindenki megtalálhatja a számítását.A Flóra lakópark kiváló választás mindazoknak, akik szeretnék a budapesti életet élvezni.Zugló Budapest egyik legmozgalmasabb kerülete, ahol minden megtalálható, amire szükség lehet a kiegyensúlyozott élethez. Többek között a Szépmuvészeti Múzeum, a Mucsarnok, az Állatkert, a Városliget, a Puskás Ferenc stadion. Központi fekvése mellet, kertvárosi környezetben érezheti magát az itt lakó. A környéken található számos szórakoztató- és bevásárlóközpont is (pl.: Aréna Pláza, Tesco, Árkád, Sugár, IKEA, KIKA).A lakópark 5 perces sétával közelítheto meg a metró Népstadionok metrómegállótól, illetve az 1-es villamos megállójától.Az épület a bicikli út mellett található, így a Flóra lakópark a sportos életmód kedveloinek is jó választás.- versenyképes ár- azonnal költözheto- jogtiszta lakások- minden lakás saját helyrajzi számmal rendelkezik- hivatalosan is társasház. belváros közelsége, kiváló közlekedés","új építésu","2016","összkomfortos","nincs megadva","6","7","van","3 m-nél alacsonyabb","házközponti egyedi méréssel","nincs megadva","nincs megadva","nincs megadva","külön és egyben is","délnyugat","kertre néz","51 m²","nem","penthouse","teremgarázs hely - megvásárolható","4 500 000 Ft"
"832","V. kerület, Hercegprímás utca","79,95 millió Ft","81 m²","3","(for English see below)Eladóvá vált édesanyám 3 szobás, 81nm-es lakása a Szent István Bazilika közelében, a Hercegprímás utcában. A lakás a liftes társasház 3. (legfelso) emeletének udvari részén, a függofolyosó legvégén található, ezért az nagyon csendes és világos. A lakás jó állapotú, cirkófutéses, de igény szerint felújítandó,A társasház néhány éve átfogó felújításon esett át, mely során a külso- és belso homlokzat, a kapubejáró, a lépcsoház valamint a függofolyosók is felújításra kerültek, a régi liftet egy modernre cserélte a társasház.A környék kítuno közlekedéssel rendelkezik, az Arany János utcai metrómegálló 3 perc, Deák Ferenc tér 6-7 perc séta. Lidl a kaputól 1 percre a szomszédos házban található, de orvosi rendelo, posta, számos bank, étterem, kávézó is található a közvetlen közelben.Ingatlanosok kérem ne keressenek.-------------------------------------------------My mother's 3-room, 81sqm (872sqft) apartment near St István Basilica, in Hercegprímás Street, has become for sale. The apartment is located in the courtyard on the 3rd (top) floor of the apartment building at the very end of the hanging corridor, so it is very quiet and bright. The apartment is in good condition, but depending on the needs it may require some The building underwent a comprehensive renovation a few years ago, during which the exterior and interior facades, the gate entrance, the staircase and the hanging corridors were also renovated, and the old elevator was replaced by a modern one.The area has an excellent loctaion. Arany János utca metro station (M3) is a 3-minute walk and Deák Ferenc tér (M1, M2 & M3) is a 6-7 minute walk. Lidl is located 1 minute from the gate in the house next door, but the local health center, post office, several banks, restaurants, cafes are also in the immediate vicinity.","jó állapotú","nincs megadva","nincs megadva","nincs megadva","3","4","van","nincs megadva","gáz (cirko)","nincs megadva","nincs megadva","nincs megadva","külön helyiségben","dél","udvari","nincs megadva","nincs megadva","legfelso emelet, nem tetotéri","nincs megadva",NA
"833","V. kerület, Hercegprímás utca","221,95 ezer €","81 m²","3","(for English see below)Eladóvá vált édesanyám 3 szobás, 81nm-es lakása a Szent István Bazilika közelében, a Hercegprímás utcában. A lakás a liftes társasház 3. (legfelso) emeletének udvari részén, a függofolyosó legvégén található, ezért az nagyon csendes és világos. A lakás jó állapotú, cirkófutéses, de igény szerint felújítandó,A társasház néhány éve átfogó felújításon esett át, mely során a külso- és belso homlokzat, a kapubejáró, a lépcsoház valamint a függofolyosók is felújításra kerültek, a régi liftet egy modernre cserélte a társasház.A környék kítuno közlekedéssel rendelkezik, az Arany János utcai metrómegálló 3 perc, Deák Ferenc tér 6-7 perc séta. Lidl a kaputól 1 percre a szomszédos házban található, de orvosi rendelo, posta, számos bank, étterem, kávézó is található a közvetlen közelben.Ingatlanosok kérem ne keressenek.-------------------------------------------------My mother's 3-room, 81sqm (872sqft) apartment near St István Basilica, in Hercegprímás Street, has become for sale. The apartment is located in the courtyard on the 3rd (top) floor of the apartment building at the very end of the hanging corridor, so it is very quiet and bright. The apartment is in good condition, but depending on the needs it may require some The building underwent a comprehensive renovation a few years ago, during which the exterior and interior facades, the gate entrance, the staircase and the hanging corridors were also renovated, and the old elevator was replaced by a modern one.The area has an excellent loctaion. Arany János utca metro station (M3) is a 3-minute walk and Deák Ferenc tér (M1, M2 & M3) is a 6-7 minute walk. Lidl is located 1 minute from the gate in the house next door, but the local health center, post office, several banks, restaurants, cafes are also in the immediate vicinity.","jó állapotú","nincs megadva","nincs megadva","nincs megadva","3","4","van","nincs megadva","gáz (cirko)","nincs megadva","nincs megadva","nincs megadva","külön helyiségben","dél","udvari","nincs megadva","nincs megadva","legfelso emelet, nem tetotéri","nincs megadva",NA
"834","XIII. kerület, Szabolcs utca 4-6.","79,97 millió Ft","71 m²","3","""A ház a tisztán szerkesztett tömegformálásával és nagy zöld kertjeivel szerves része lesz a környék most kialakuló új városi szövetének. Ez a kialakítás lehetové teszi, hogy jó tájolású, tágas zöld terekre nyíló, világos és élheto lakásokat hozzunk létre.Az utcát a lakásokkal összekapcsoló belso közlekedorendszer formálása a kezdetektol nagy hangsúlyt kapott. Az építészeti koncepció fontos része volt, hogy ezek a közös terek ne rejtve, sötét sarkokba szorítva biztosítsák a közlekedést, hanem tágas, világos tereikkel, tisztán szerkesztett rendszerükkel megjelenve segítsék a mozgást, és ezzel egyfajta átvezetést is biztosítsanak az utca zaja és a lakások privát, intim terei között.A letisztult homlokzatokon domináló világos vakolatot a játékosan mozgó perforált fém árnyékolók oldják. Ezek egy fajta hártyát képeznek az erkélyek külso síkjai mentén, erosítve így a lakások belso tereinek intimitását.""Az Pesti Ház - Ferdinánd Garden a XIII. kerület dinamikusan fejlodo részén - a Városligettol és WestEnd-tol pár perces sétára, a Szabolcs utcában található. Ha nyugodt, harmonikus környezetben, tágas belso kerttel rendelkezo otthont szeretne a belvároshoz közel, a Pesti Ház - Ferdinánd Garden egy remek választás. Az itt lakók számára olyan élmények válhatnak a mindennapok részévé, mint egy kocogás a Városligetben, vagy egy kelleme séta a közeli Dunaparton! MIÉRT ÉRDEMES A PESTI HÁZ -FERDINÁND GARDEN-TVÁLASZTANIA?Mert közel lakhat mindenhezHa szívesen lakna a belvároshoz közel, mert részese szeretne lenni a nyüzsgo városi életnek, akkor a Pesti Ház - Ferdinánd Garden társasházunk kituno választás. Vessen egy pillantást az alábbi térképre és gyozodjön meg róla személyesen is.Néhány percre a Nyugatitól, a tervezett Central Park közvetlen szomszédságában.24 órás recepció áll rendelkezéséreIgyekszünk a házban lakók kényelmét minden szempontból biztosítani. Ezt a kényelmet szolgálja majd a házban kialakításra kerülo 24 órás portaszolgálat is.Tágas átrium teszi napfényessé a belso tereketA belso átriumot az utca felol egy üvegfal határolja, mely öt emeleten át végigfut az épület oldalán, így átengedi a természetes napfényt, mely világossá varázsolja az épület belso tereit, így a lift elotereket és a recepciót is. Ide tényleg öröm lesz hazajönni.Értékálló és biztonságos befektetésAz ingatlan biztonságos befektetés. Az ideális elhelyezkedésu ingatlanok pedig nemcsak értékállóak, de kiemelkedoen magas hozamot biztosítanak tulajdonosaik számára.Az eloértékesítési szakaszban rendkívül kedvezo áron juthat hozzá új lakásához, vásárlásával már az átadásig jelentos értéknövekedést realizálhat.","új építésu","2024","nincs megadva","nincs megadva","5","8","van","3 m-nél alacsonyabb","nincs megadva","nincs megadva","nincs megadva","igen","nincs megadva","nincs megadva","nincs megadva","16 m²","nincs megadva","nincs megadva","nincs megadva",NA
"835","VI. kerület, Bajnok utca","79,97 millió Ft","107 m²","4","Ingatlanirodák közremuködését köszönjük, de nem kérjük!HU (see below for EN)Eladó szép és tágas, 4 szobás, 107m3-es alapterületu felújított lakás a Kodály Körönd közelében 1 perc sétára az 1-es Metro és buszok. A palazzo stílusú épületben, egy csendes mellékutcában található, jól megvilágított lakás remek elrendezést kínál klasszikus / modern fúziós dekorációval.A lakás, a ház 3. emeletén található, ahová egy díszes lépcso vezet, gyönyöruen festett klasszikus freskóval díszítve, a lakáshoz saját folyosó rész tartozik - lehetové téve kültéri növények és akár ülohelyek elhelyezését.A lakás elrendezése kényelmes és jól átgondolt, rengeteg természetes fény árad be és stílusos színvilág jellemzi.A közelmúltban felújított és újrafestett apartman választási lehetoséget kínál az egyszeru és gyors beköltözés és egy adaptálható vászon között, amelyet könnyen személyre szabhat.A lakás fobb jellemzoi:-Nagy hálószoba-Tágas és világos nappali díszes csillárral és légkondicionálóval-Egy második / vendég hálószoba, galériával rendelkezik a vendégfogadás vagy tárolóhely lehetoségével-Harmadik hálószoba / iroda-Fürdoszoba zománcozott káddal, ami zuhanyzásra is alkalmas-Jól felszerelt konyha étkezovel és kamrával-Külön WC-Modern hoszigetelo és hangszigetelo dupla üvegezésu ablakok-Központi futés, modern, kettos rendeltetésu kondenzációs kazánnal-A legtöbb lakótérben eredeti parkettaAz épület pénzügyi helyzete kiváló, amit a homlokzat teljes felújítása is bizonyít, a lépcsoház és az épület belso felújítását az idei évre tervezik.Ha bármilyen kérdése van, forduljon hozzánk bizalommal. Angolul, magyarul, franciául és németül beszélünk, hogy segítséget nyújtsunk az Ön kérdéseiben.ENFor sale near Kodály Körönd, beautiful and spacious 4 room, 107m3 renovated apartment.Situated in a palazzo-styled building in a quiet side-street 1-minute walk from Metro 1 and busses, this well-lit apartment offers a great layout with classic/modern fusion decoration.Located on the 3rd floor up an ornate staircase topped with a beautifully painted classic fresco, this apartment is accessed through its own walkway space - allowing for outdoor plants and seatingThe layout of the apartment is both convenient and well-thought-out, benefiting from plenty of natural light and stylish color schemes.Recently renovated and repainted, this apartment offers you the choice between the simplicity of being able to move in directly without needing any changes or an adaptable canvas upon which to apply your own design personality-Large master bedroom-Spacious and sunny living room with ornate chandelier and air conditioning-Second/guest bedroom complete with galleria for additional sleeping or storage space-Third bedroom/office area -Bathroom complete with enamel bath-tub suitable also for showering-Well-equipped kitchen with eating area and pantry-Separate WC-Modern insulating and soundproofing double glazed windows-Central heating throughout, powered by a modern, dual-purpose condensing boiler-Parquet wooden flooring in most living spacesThe financial situation of the building is excellent, which is demonstrated in the complete renovation of the facade, the renovation of the staircase and building interior is planned for this year.Feel free to contact us with any questions you may have. We speak English, Hungarian, French, and German to assist with your inquiries.","jó állapotú","1950 elott","összkomfortos","nincs megadva","3","3","nincs","3 m-nél magasabb","gáz (cirko)","van","30  Ft/hó","nem","külön helyiségben","délnyugat","utcai","nincs megadva","nem","nem tetotéri","utca, közterület - fizetos övezet",NA
"836","VI. kerület, Bajnok utca","79,97 millió Ft","107 m²","4","Legyél bajnok!VI. Bajnok utcában, Andrássy úthoz közel keresem új tulajdonosát ennek a kivételes hangulatú, nagypolgári lakásnak:- Impozáns házban, 3. emeleti, utcai nézetu, napfényes.- 107 négyzetméteren nappali + 3 tágas szoba. A nappali, valamint 2 szoba utcai nézetu.- Belmagassága 385 cm.- Az egyik szoba galériázott.- Futése gázcirkó, közös költsége 30500 forint korlátlan vízfogyasztással együtt.- Az ablakos konyhában étkezonek és kamrának is jutott hely.- A bejárat elotti folyosót teraszként is lehet használni, itt nem jár más a tulajdonon kívül.- A tulajdonos szívesen hagyja a bútorok egy részét.Amennyiben nem szeretne bajlódni felújítással, és szuper elrendezésu lakást keres, ami világos is, hívjon!#eladó #lakás #budapest #terézváros #bajnokutca #világos #tágas #cirkó #nagypolgári","jó állapotú","1950 elott","összkomfortos","nincs megadva","2","3","nincs","3 m-nél magasabb","gáz (cirko)","nincs megadva","nincs megadva","nincs megadva","külön helyiségben","nyugat","utcai","nincs megadva","nem","legfelso emelet, nem tetotéri","nincs megadva",NA
"837","VI. kerület, Külso-Terézváros","79,98 millió Ft","107 m²","4","VI. Bajnok utcában, Andrássy úthoz közel keresem új tulajdonosát ennek a kivételes hangulatú, nagypolgári lakásnak:- Impozáns házban, 3. emeleti (lift nincs), utcai nézetu, napfényes.- 107 négyzetméteren nappali + 3 tágas szoba. A nappali, valamint 2 szoba utcai nézetu. - Belmagassága 385 cm.- Az egyik szoba galériázott. - Futése gázcirkó, közös költsége 30500 forint korlátlan vízfogyasztással együtt. - Az ablakos konyhában étkezonek és kamrának is jutott hely. - A bejárat elotti folyosót teraszként is lehet használni, itt nem jár más a tulajdonon kívül.- A tulajdonos szívesen hagyja a bútorok egy részét. Amennyiben nem szeretne bajlódni felújítással, és szuper elrendezésu lakást keres, ami világos is, hívjon!eladó lakás budapest terézváros bajnokutca világos tágas cirkó nagypolgári","jó állapotú","1950 elott","nincs megadva","nincs megadva","3","nincs megadva","nincs megadva","3 m-nél magasabb","gáz (cirko)","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nyugat","utcai","nincs megadva","nincs megadva","nem tetotéri","nincs megadva",NA
"838","VI. kerület, Külso-Terézváros","79,98 millió Ft","107 m²","4","VI. Bajnok utcában, Andrássy úthoz közel keresem új tulajdonosát ennek a kivételes hangulatú, nagypolgári lakásnak:- Impozáns házban, 3. emeleti (lift nincs), utcai nézetu, napfényes.- 107 négyzetméteren nappali + 3 tágas szoba. A nappali, valamint 2 szoba utcai nézetu. - Belmagassága 385 cm.- Az egyik szoba galériázott. - Futése gázcirkó, közös költsége 30500 forint korlátlan vízfogyasztással együtt. - Az ablakos konyhában étkezonek és kamrának is jutott hely. - A bejárat elotti folyosót teraszként is lehet használni, itt nem jár más a tulajdonon kívül.- A tulajdonos szívesen hagyja a bútorok egy részét. Amennyiben nem szeretne bajlódni felújítással, és szuper elrendezésu lakást keres, ami világos is, hívjon!eladó lakás budapest terézváros bajnokutca világos tágas cirkó nagypolgári","jó állapotú","1950 elott","nincs megadva","nincs megadva","3","nincs megadva","nincs megadva","3 m-nél magasabb","gáz (cirko)","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nyugat","utcai","nincs megadva","nincs megadva","nem tetotéri","nincs megadva",NA
"839","VI. kerület, Külso-Terézváros","79,98 millió Ft","107 m²","4","VI. Bajnok utcában, Andrássy úthoz közel keresem új tulajdonosát ennek a kivételes hangulatú, nagypolgári lakásnak:- Impozáns házban, 3. emeleti, utcai nézetu, napfényes.- 107 négyzetméteren nappali + 3 tágas szoba. A nappali, valamint 2 szoba utcai nézetu. - Belmagassága 385 cm.- Az egyik szoba galériázott. - Futése gázcirkó, közös költsége 30500 forint korlátlan vízfogyasztással együtt. - Az ablakos konyhában étkezonek és kamrának is jutott hely. - A bejárat elotti folyosót teraszként is lehet használni, itt nem jár más a tulajdonon kívül.- A tulajdonos szívesen hagyja a bútorok egy részét. Amennyiben nem szeretne bajlódni felújítással, és szuper elrendezésu lakást keres, ami világos is, hívjon!eladó lakás budapest terézváros bajnokutca világos tágas cirkó nagypolgári","jó állapotú","1950 elott","nincs megadva","nincs megadva","3","nincs megadva","nincs megadva","3 m-nél magasabb","gáz (cirko)","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nyugat","utcai","nincs megadva","nincs megadva","nem tetotéri","nincs megadva",NA
"840","VIII. kerület, Rákóczi tér","79,99 millió Ft","111 m²","4","Remek adottságokkal rendelkezo NYUGATI tájolású FELÚJÍTOTT, VILÁGOS LAKÁS eladó a Rákóczi tér közelében a Salétrom utcában. AZ ingatlan  DUPLAKOMFORTOS, 3 hálószobával és egy tágas - 40 nm-es - nappalival rendelkezik.A felújítás során a lakás teljes elektromos hálózata, fürdoszobái és ablakai is felújításra kerültek , valamint a nappaliba vadonatúj GÉPESÍTETT KONYHA készült, ezen kívül mintegy 30 design lámpatestet is felszereltek a tulajdonosok, ezzel biztosítva, hogy a lakás minden napszakban fényárban ússzon.Az így kialakított  EXKLUZÍV otthon akár AZONNAL birtokba veheto, kiadható.A ház külso homlokzata átlagos állapotú, mint ahogy a lépcsoház is.Kiváló lokáció, remek infrastruktúra és egyedülállóan jó tömegközlekedés jellemzi az ingatlant. Hitelcentrumunk munkatársai díjmentesen segítenek a pénzügyekben is, amennyiben erre igény van.Kérem, hívjon bizalommal, nézzük meg együtt a tágas otthont!ID:264852","felújított","1950 elott","duplakomfortos","ee","2","3","nincs","3 m-nél magasabb","gáz (cirko)","nincs megadva","nincs megadva","nem","nincs megadva","nyugat","utcai","nincs megadva","nem","nem tetotéri","utca, közterület",NA
"841","VIII. kerület, Rákóczi tér","227,83 ezer €","111 m²","4","Remek adottságokkal rendelkezo NYUGATI tájolású FELÚJÍTOTT, VILÁGOS LAKÁS eladó a Rákóczi tér közelében a Salétrom utcában. AZ ingatlan  DUPLAKOMFORTOS, 3 hálószobával és egy tágas - 40 nm-es - nappalival rendelkezik.A felújítás során a lakás teljes elektromos hálózata, fürdoszobái és ablakai is felújításra kerültek , valamint a nappaliba vadonatúj GÉPESÍTETT KONYHA készült, ezen kívül mintegy 30 design lámpatestet is felszereltek a tulajdonosok, ezzel biztosítva, hogy a lakás minden napszakban fényárban ússzon.Az így kialakított  EXKLUZÍV otthon akár AZONNAL birtokba veheto, kiadható.A ház külso homlokzata átlagos állapotú, mint ahogy a lépcsoház is.Kiváló lokáció, remek infrastruktúra és egyedülállóan jó tömegközlekedés jellemzi az ingatlant. Hitelcentrumunk munkatársai díjmentesen segítenek a pénzügyekben is, amennyiben erre igény van.Kérem, hívjon bizalommal, nézzük meg együtt a tágas otthont!ID:264852","felújított","1950 elott","duplakomfortos","ee","2","3","nincs","3 m-nél magasabb","gáz (cirko)","nincs megadva","nincs megadva","nem","nincs megadva","nyugat","utcai","nincs megadva","nem","nem tetotéri","utca, közterület",NA
"842","XVI. kerület, Farkashalom utca","79,99 millió Ft","95 m²","4","A XVI. kerület legkedveltebb részén, Petofi kertben, közvetlen kertkapcsolatos, kituno infrastruktúrával, jó közlekedéssel / buszmegálló közelében/ földszinti, nettó 95 m2-es, nappali + 3 szobás, világos, déli fekvésu, lakás 11,5 m2-es erkéllyel, kb. 200 m2 saját használatú kert, gépkocsi beálló,  hoszivattyú futéssel és hutéssel, szeptemberi kezdéssel, tavaszi átadással eladó! /Új építésu csok nem veheto igénybe!Irányár: 79,99 millió Ft /árgaranciaval! Nincs emelés menet közben!","befejezetlen",NA,"duplakomfortos","nincs megadva","földszint","2","nincs","3 m-nél alacsonyabb","hoszivattyú, megújuló energia","van","nincs megadva","nincs megadva","külön és egyben is","dél","kertre néz","11 m²","igen","nem tetotéri","udvari beálló",NA
"843","XIII. kerület, Angyalföld - Loportárdulo","79,99 millió Ft","92 m²","4","GYÖNYÖRU, NAPFÉNYES OKOSOTTHONOK..10-90% FIZETÉSI ÜTEMEZÉSSEL!!Eladó új építésu lakások a XIII. kerület közkedvelt részén, a Nyugatihoz közel!A környezettudatosság jegyében megépülo társasház lakásainál a hagyományos kialakításhoz képest akár 30%-kal alacsonyabbak lehetnek a hutési - futési költségek, részben a hoszivattyús megoldásoknak köszönhetoen. A ma elvárásainak megfeleloen ún. okosotthonok kerülnek megvalósításra, melynek keretében távolról, egy applikáció segítségével szabályozhatjuk pl. a futést, a redonyt vagy akár a világítást is. Igény esetén okosdugaljak is beépítésre kerülhetnek. A lakások belso megtervezésénél kiemelt figyelmet kapott a funkcionalitás, az élheto terek, helyiségek ideális kialakítása. Egyedülálló módon akár emeleti tárolók vásárlására is lehetoség van. Beállóhelyek az udvarban (felszíni), illetve a 0, -1 szinten kerülnek kialakításra. Ez utóbbi esetében elektromos autó töltésére is lehetoség van. Közelben többféle bevásárlási lehetoség, kellemes éttermek, kávézók.. Óvoda, iskola, játszótér szintén karnyújtásnyira. Közlekedése kiváló, busz- és villamosmegálló mindössze pár lépésre. További ajánlatokért hívjon bizalommal! Díjmentes hiteltanácsadás.","új építésu","2023","duplakomfortos","BB","1","7","van","3 m-nél alacsonyabb","hoszivattyú","van","nincs megadva","nincs megadva","nincs megadva","délnyugat","panorámás","12 m²","nincs megadva","nincs megadva","teremgarázs hely - megvásárolható",NA
"844","XVI. kerület, Mátyásföld - Petofikert","79,99 millió Ft","95 m²","4","XVI. kerület Petofikert családi házas részén hamarosan épülo 95 nm-es (+ 11,54 nm terasz), nappali + 3 szobás, felszíni (garázsos) autó beállóval rendelkezo lakások leköthetok.Átadás: 2022. májusBeruházó referencia munkái a kerületben megtekinthetok.Földszinti lakás 79.99 mFtI. emeleti lakás 74.99 mFtTetotéri lakás 71.99 mFt.Elosztás:elotér 1,44 nmwc 1,54 nmközlekedo 2,03 nmfürdo 5,35 nmgardrób 4,42 nmnappali-konyha-étkezo 44,25 nmszoba 13,20 nmszoba 13,20 nmszoba 9,57 nmterasz 11,54 nmMuszaki leírás röviden:*tartófal PTH 30 N+F*válaszfal PTH 10 vakolva*födém: vb gerendás vagy monolit vasbeton* homlokzati 10 cm dryvit szigetelés*gépészet: levego-víz hoszivattyú 8.5 KW, 200 l-es meleg víztároló, hutés fan coil rendszerrel, „H” tarifás méroóra, 1x32A*padlófutés, fürdoben elektromos törölközoszárító radiátor*homlokzati nyílászárók: muanyag, hoszigetelt, 3 rétegu üvegezéssel, bukó-nyíló kivitelben, vakolható redonytokkal*belso ajtók 70.000 Ft értékben*meleg burkolat 4.000 Ft, hideg burkolat 5.000 Ft, erkélyeken 4.000 Ft értékben*beépített zuhany vagy kád 70.000 Ft értékben, zuhanykabin 70.000 Ft/db*csaptelepek 25.000 Ft értékben*riasztó: 1 klaviatúra, mozgásérzékelokkel*kaputelefon*toló kapu kocsi beállóhoz elektromos kiállással*durva tereprendezés.Magánszemély az építteto, használt ingatlanokra vonatkozó CSOK + illetékmentesség + piaci hitel igénybe veheto.Hiteligény esetén az ügyintézést szakszeruen, gyorsan és DÍJMENTESEN biztosítjuk ügyfeleink számára, így a legkedvezobb megoldást tudjuk kínálni az ingatlan megvásárlásához.Bovebb információért, helyszín mutatásáért várom megtisztelo érdeklodését, akár hétvégén is!","új építésu","2022","összkomfortos","nincs megadva","földszint","3","nincs","nincs megadva","hoszivattyú, padlófutés","van","nincs megadva","nincs megadva","külön és egyben is","dél","kertre néz","11 m²","igen","nincs megadva","udvari beálló - benne van az árban",NA
"845","IX. kerület, Ülloi út","79,99 millió Ft","124 m²","5 + 1 fél","Befektetok figyelem! ELADÓ a Klinikák és a Nagyvárad tér közelében az Ülloi úton, 124 m2-es, 6 szobás, felújított 2 lakásból álló ingatlan. (a 2 lakás egy helyrajzi számmal egy tulajdoni lapon van)Az egyik lakás 80 nm (4 szoba) a kisebbik pedig 44(2 szoba). Szemben a Ludovika térrel, Egyetemek közelében, kiadásra kiváló lehetoség!Jelenleg az ingatlan ki van adva a következo paraméterekkel:44 nm-es lakás: 180.000 Ft/hó80 nm-es lakás: 280.000 Ft/hóA havi bérlet tartalmazza a közös költséget, rezsit (villany, gáz) és internetet. (Közös költség 50.000 vízdíjjal)Két éve az ingatlan teljes köru felújításon esett át, amikor is cserélve lettek a nyílászárók, vezetékek, burkolatok, szaniterek s kialakításra került a két különálló lakás. Az ingatlan egy négy szintes társasház 2. emeletén helyezkedik el. A futést gázcirkó, a meleg vizet boiler biztosítja.A környéken több egyetem is gyalogosan megközelítheto. Kikapcsolódásra, sportolásra az Orczy park ad lehetoséget. Két metrómegállónyira a Corvin Pláza és a közelben számos étterem, kávézó, vásárlási lehetoség található.Kiváló közlekedés! Pár perces sétára a Klinikák és a Nagyvárad tér M3-as metrómegállója, több busz és villamosjárat érheto el.Az ingatlan per és tehermentes, azonnal költözheto!Hívjon bátran kérdésével vagy megtekintéssel kapcsolatban!INGYENES hitel tanácsadás!BANKFÜGGETLEN hitelcentrumunk minden elérheto bank és hitelintézet ajánlatát versenyezteti az Ön kedvéért, ráadásul DÍJMENTESEN.Önnek nincs más dolga, mint elbeszélgetni munkatársunkkal, aki a hallott információk alapján versenyre hívja a bankokat, hogy Ön hosszú távon is a legjobb konstrukciót kaphassa. A legjobb ajánlatokból végül Ön választhatja ki a nyertest.Munkatársaink sokéves szakmai tapasztalattal várják Önt, elore egyeztetve akár a normál munkaido után is.ID: 320820","felújított","1950 elott","duplakomfortos","nincs megadva","2","4","van","3 m-nél magasabb","gáz (cirko)","nincs megadva","nincs megadva","nem","nincs megadva","északkelet","utcai","2 m²","nem","nem tetotéri","utca, közterület",NA
"846","IX. kerület, Ülloi út","221,25 ezer €","124 m²","5 + 1 fél","Befektetok figyelem! ELADÓ a Klinikák és a Nagyvárad tér közelében az Ülloi úton, 124 m2-es, 6 szobás, felújított 2 lakásból álló ingatlan. (a 2 lakás egy helyrajzi számmal egy tulajdoni lapon van)Az egyik lakás 80 nm (4 szoba) a kisebbik pedig 44(2 szoba). Szemben a Ludovika térrel, Egyetemek közelében, kiadásra kiváló lehetoség!Jelenleg az ingatlan ki van adva a következo paraméterekkel:44 nm-es lakás: 180.000 Ft/hó80 nm-es lakás: 280.000 Ft/hóA havi bérlet tartalmazza a közös költséget, rezsit (villany, gáz) és internetet. (Közös költség 50.000 vízdíjjal)Két éve az ingatlan teljes köru felújításon esett át, amikor is cserélve lettek a nyílászárók, vezetékek, burkolatok, szaniterek s kialakításra került a két különálló lakás. Az ingatlan egy négy szintes társasház 2. emeletén helyezkedik el. A futést gázcirkó, a meleg vizet boiler biztosítja.A környéken több egyetem is gyalogosan megközelítheto. Kikapcsolódásra, sportolásra az Orczy park ad lehetoséget. Két metrómegállónyira a Corvin Pláza és a közelben számos étterem, kávézó, vásárlási lehetoség található.Kiváló közlekedés! Pár perces sétára a Klinikák és a Nagyvárad tér M3-as metrómegállója, több busz és villamosjárat érheto el.Az ingatlan per és tehermentes, azonnal költözheto!Hívjon bátran kérdésével vagy megtekintéssel kapcsolatban!INGYENES hitel tanácsadás!BANKFÜGGETLEN hitelcentrumunk minden elérheto bank és hitelintézet ajánlatát versenyezteti az Ön kedvéért, ráadásul DÍJMENTESEN.Önnek nincs más dolga, mint elbeszélgetni munkatársunkkal, aki a hallott információk alapján versenyre hívja a bankokat, hogy Ön hosszú távon is a legjobb konstrukciót kaphassa. A legjobb ajánlatokból végül Ön választhatja ki a nyertest.Munkatársaink sokéves szakmai tapasztalattal várják Önt, elore egyeztetve akár a normál munkaido után is.ID: 320820","felújított","1950 elott","duplakomfortos","nincs megadva","2","4","van","3 m-nél magasabb","gáz (cirko)","nincs megadva","nincs megadva","nem","nincs megadva","északkelet","utcai","2 m²","nem","nem tetotéri","utca, közterület",NA
